Time,Speed,RPM,Throttle,Accel_Lon,Accel_Lat,Fuel,label
24,106.97,5163,6.41,-0.038,0.27,21.8326,0
24.05,106.83,5133,0,-0.099,0.24,21.8326,0
24.1,106.62,5124,0,-0.104,0.23,21.8326,0
24.15,106.47,5118,0,-0.106,0.22,21.8326,0
24.2,106.25,5111,0,-0.106,0.22,21.8326,0
24.25,106.08,5104,0,-0.105,0.22,21.8326,0
24.3,105.88,5096,0,-0.103,0.23,21.8326,0
24.35,105.72,5087,0,-0.102,0.24,21.8326,0
24.4,105.5,5077,0,-0.102,0.25,21.8326,0
24.45,105.36,5070,0,-0.102,0.26,21.8326,0
24.5,105.14,5059,0,-0.102,0.27,21.8326,0
24.55,104.98,5069,25.25,-0.081,0.26,21.8326,0
24.6,104.91,5093,42.08,-0.018,0.26,21.8325,1
24.65,104.89,5107,50.9,0.01,0.25,21.8323,1
24.7,104.94,5130,62.34,0.047,0.24,21.8321,1
24.75,105.06,5152,68.66,0.076,0.23,21.8319,1
24.8,105.2,5165,69.84,0.091,0.21,21.8316,1
24.85,105.36,5179,72.6,0.101,0.19,21.8313,1
24.9,105.56,5200,76.94,0.121,0.16,21.8309,1
24.95,105.8,5220,79.7,0.136,0.13,21.8306,1
25,106.02,5236,80.89,0.146,0.1,21.8302,1
25.05,106.31,5259,85.62,0.158,0.09,21.8298,1
25.1,106.56,5286,92.72,0.176,0.08,21.8294,1
25.15,106.98,5329,98.64,0.204,0.07,21.8288,1
25.2,107.25,5349,99.83,0.213,0.07,21.8284,1
25.25,107.64,5374,100,0.22,0.07,21.8278,1
25.3,108.06,5399,100,0.223,0.07,21.8272,1
25.35,108.42,5413,93.52,0.223,0.09,21.8267,1
25.4,108.76,5359,55.64,0.145,0.13,21.8263,1
25.45,108.86,5243,0,-0.056,0.19,21.8261,0
25.5,108.72,5222,0,-0.101,0.22,21.8261,0
25.55,108.5,5211,0,-0.108,0.25,21.8261,0
25.6,108.34,5248,50.1,-0.055,0.29,21.8261,1
25.65,108.35,5313,91.94,0.058,0.32,21.8258,1
25.7,108.62,5388,100,0.155,0.35,21.8253,1
25.75,108.88,5416,100,0.165,0.36,21.8249,1
25.8,109.12,5441,100,0.172,0.37,21.8244,1
25.85,109.42,5469,100,0.18,0.38,21.8239,1
25.9,109.75,5491,96.67,0.187,0.39,21.8234,1
25.95,110.06,5407,34.47,0.095,0.41,21.8229,1
26,110.09,5337,16.03,-0.008,0.42,21.8228,1
26.05,110,5336,41.28,-0.026,0.42,21.8227,1
26.1,110.03,5421,92.33,0.081,0.42,21.8224,1
26.15,110.25,5490,100,0.173,0.41,21.8219,1
26.2,110.59,5523,100,0.188,0.41,21.8213,1
26.25,110.91,5547,97.85,0.192,0.41,21.8208,1
26.3,111.25,5503,60.37,0.13,0.41,21.8202,1
26.35,111.41,5479,60.76,0.084,0.41,21.8199,1
26.4,111.54,5507,74.18,0.109,0.41,21.8196,1
26.45,111.77,5577,100,0.174,0.4,21.8191,1
26.5,112.12,5618,100,0.202,0.4,21.8184,1
26.55,112.5,5643,100,0.208,0.39,21.8177,1
26.6,112.81,5659,98.25,0.21,0.39,21.8172,1
26.65,113.16,5633,74.58,0.172,0.39,21.8167,1
26.7,113.43,5615,74.58,0.134,0.38,21.8162,1
26.75,113.61,5642,86.8,0.152,0.37,21.8158,1
26.8,113.92,5698,100,0.199,0.36,21.8152,1
26.85,114.29,5727,100,0.212,0.35,21.8145,1
26.9,114.64,5748,100,0.215,0.35,21.8139,1
26.95,115.03,5767,100,0.216,0.34,21.8132,1
27,115.41,5786,100,0.216,0.33,21.8126,1
27.05,115.79,5805,100,0.217,0.32,21.8119,1
27.1,116.22,5825,100,0.217,0.32,21.8112,1
27.15,116.56,5840,100,0.217,0.31,21.8106,1
27.2,116.92,5856,100,0.217,0.3,21.8099,1
27.25,117.37,5875,100,0.217,0.29,21.8091,1
27.3,117.73,5891,100,0.218,0.27,21.8085,1
27.35,118.12,5907,100,0.218,0.24,21.8078,1
27.4,118.48,5922,100,0.218,0.22,21.8072,1
27.45,118.85,5938,100,0.218,0.2,21.8065,1
27.5,119.17,5952,100,0.217,0.18,21.8059,1
27.55,119.56,5970,100,0.216,0.17,21.8052,1
27.6,120.02,5991,100,0.215,0.15,21.8044,1
27.65,120.36,6007,100,0.215,0.14,21.8038,1
27.7,120.69,6023,100,0.214,0.13,21.8032,1
27.75,121.06,6040,100,0.213,0.12,21.8025,1
27.8,121.44,6058,100,0.212,0.12,21.8018,1
27.85,121.88,6079,100,0.211,0.12,21.801,1
27.9,122.22,6095,100,0.21,0.12,21.8004,1
27.95,122.55,6111,100,0.21,0.11,21.7997,1
28,122.92,6128,100,0.208,0.11,21.799,1
28.05,123.32,6147,100,0.207,0.11,21.7982,1
28.1,123.67,6164,100,0.207,0.11,21.7976,1
28.15,124.08,6184,100,0.205,0.11,21.7968,1
28.2,124.43,6200,100,0.205,0.11,21.7961,1
28.25,124.75,6215,100,0.204,0.1,21.7954,1
28.3,125.09,6231,100,0.203,0.09,21.7947,1
28.35,125.5,6249,100,0.202,0.07,21.7939,1
28.4,125.84,6264,100,0.2,0.05,21.7932,1
28.45,126.16,6278,100,0.198,0.04,21.7926,1
28.5,126.56,6295,100,0.196,0.02,21.7918,1
28.55,126.89,6310,100,0.194,0,21.7911,1
28.6,127.19,6323,100,0.192,-0.01,21.7905,1
28.65,127.24,6511,100,-0.045,-0.02,21.79,1
28.7,127.14,6543,100,-0.049,-0.01,21.7898,1
28.75,127.06,6397,100,-0.052,0.02,21.7898,1
28.8,126.95,6435,100,-0.053,0.06,21.7895,1
28.85,126.86,6541,100,-0.054,0.09,21.7893,1
28.9,127.46,4876,100,0.439,0.08,21.7893,1
28.95,127.95,4635,100,0.178,0.14,21.789,1
29,128.24,4628,100,0.132,0.18,21.7886,1
29.05,128.44,4639,100,0.136,0.21,21.7882,1
29.1,128.68,4651,100,0.141,0.24,21.7878,1
29.15,128.96,4665,100,0.146,0.27,21.7873,1
29.2,129.22,4678,100,0.149,0.29,21.7869,1
29.25,129.44,4688,100,0.152,0.31,21.7865,1
29.3,129.75,4703,100,0.156,0.33,21.786,1
29.35,130,4714,100,0.158,0.34,21.7855,1
29.4,130.25,4725,100,0.161,0.34,21.7851,2
29.45,130.56,4740,100,0.164,0.34,21.7846,2
29.5,130.84,4752,100,0.166,0.34,21.7841,2
29.55,131.09,4764,100,0.168,0.33,21.7836,2
29.6,131.44,4778,100,0.171,0.32,21.783,2
29.65,131.69,4787,100,0.173,0.31,21.7826,2
29.7,131.98,4797,100,0.176,0.29,21.7821,2
29.75,132.32,4807,100,0.178,0.26,21.7815,2
29.8,132.6,4816,100,0.179,0.24,21.781,2
29.85,132.91,4825,100,0.181,0.2,21.7805,2
29.9,133.27,4837,100,0.182,0.17,21.7799,2
29.95,133.56,4847,100,0.182,0.15,21.7794,2
30,133.87,4857,100,0.182,0.13,21.7789,2
30.05,134.22,4871,100,0.182,0.11,21.7783,2
30.1,134.51,4881,100,0.182,0.1,21.7778,2
30.15,134.82,4892,100,0.182,0.09,21.7773,2
30.2,135.19,4905,100,0.182,0.08,21.7766,2
30.25,135.47,4916,100,0.182,0.07,21.7761,2
30.3,135.78,4926,100,0.181,0.06,21.7756,2
30.35,136.15,4939,100,0.181,0.05,21.775,2
30.4,136.44,4949,100,0.181,0.04,21.7744,2
30.45,136.74,4960,100,0.18,0.04,21.7739,2
30.5,137.1,4972,100,0.18,0.03,21.7732,2
30.55,137.39,4982,100,0.179,0.03,21.7727,2
30.6,137.69,4993,100,0.178,0.02,21.7722,2
30.65,138.05,5006,100,0.178,0.02,21.7716,2
30.7,138.33,5016,100,0.177,0.02,21.771,2
30.75,138.63,5026,100,0.177,0.01,21.7705,2
30.8,138.97,5038,100,0.176,0.01,21.7698,2
30.85,139.26,5049,100,0.176,0.01,21.7693,2
30.9,139.62,5061,100,0.175,0,21.7686,2
30.95,139.9,5071,100,0.175,0,21.7681,2
31,140.25,5083,100,0.174,0,21.7675,2
31.05,140.53,5093,100,0.174,0,21.7669,2
31.1,140.82,5103,100,0.173,-0,21.7664,2
31.15,141.15,5115,100,0.173,-0,21.7657,2
31.2,141.44,5125,100,0.172,-0.01,21.7652,2
31.25,141.71,5135,100,0.172,-0.01,21.7646,2
31.3,142.06,5147,100,0.171,-0.01,21.764,2
31.35,142.32,5156,100,0.17,-0.01,21.7634,2
31.4,142.67,5168,100,0.17,-0.02,21.7628,2
31.45,142.94,5178,100,0.169,-0.02,21.7622,2
31.5,143.21,5187,100,0.169,-0.02,21.7617,2
31.55,143.55,5199,100,0.168,-0.02,21.761,2
31.6,143.81,5208,100,0.167,-0.03,21.7605,2
31.65,144.13,5220,100,0.167,-0.03,21.7598,2
31.7,144.41,5230,100,0.166,-0.04,21.7593,2
31.75,144.73,5241,100,0.166,-0.05,21.7586,2
31.8,144.99,5250,100,0.165,-0.05,21.7581,2
31.85,145.32,5262,100,0.164,-0.06,21.7574,2
31.9,145.59,5271,100,0.164,-0.06,21.7568,2
31.95,145.84,5280,100,0.163,-0.06,21.7563,2
32,146.15,5291,100,0.163,-0.07,21.7556,2
32.05,146.43,5300,100,0.162,-0.07,21.755,2
32.1,146.74,5311,100,0.162,-0.07,21.7543,2
32.15,147.01,5320,100,0.161,-0.06,21.7538,2
32.2,147.31,5331,100,0.161,-0.04,21.7531,2
32.25,147.57,5340,100,0.16,-0.03,21.7526,2
32.3,147.89,5351,100,0.159,0,21.7519,2
32.35,148.15,5360,100,0.159,0.02,21.7513,2
32.4,148.4,5369,100,0.158,0.05,21.7508,2
32.45,148.69,5380,100,0.157,0.08,21.7501,2
32.5,148.96,5389,100,0.156,0.1,21.7495,2
32.55,149.25,5400,100,0.155,0.14,21.7488,2
32.6,149.5,5410,100,0.154,0.16,21.7483,2
32.65,149.81,5421,100,0.153,0.19,21.7476,2
32.7,150.03,5430,100,0.152,0.21,21.747,2
32.75,150.32,5441,100,0.15,0.23,21.7463,2
32.8,150.56,5450,100,0.149,0.25,21.7458,2
32.85,150.84,5460,100,0.148,0.26,21.7451,2
32.9,151.09,5470,100,0.147,0.27,21.7445,2
32.95,151.35,5480,100,0.146,0.29,21.7438,2
33,151.58,5489,100,0.145,0.29,21.7432,2
33.05,151.87,5499,100,0.144,0.3,21.7425,2
33.1,152.09,5507,100,0.143,0.31,21.742,2
33.15,152.31,5515,100,0.142,0.31,21.7414,2
33.2,152.58,5525,100,0.141,0.32,21.7407,2
33.25,152.8,5533,100,0.141,0.32,21.7401,2
33.3,153.07,5543,100,0.141,0.32,21.7394,2
33.35,153.29,5550,100,0.141,0.31,21.7388,2
33.4,153.53,5558,100,0.142,0.3,21.7382,2
33.45,153.78,5566,100,0.142,0.29,21.7374,2
33.5,154.02,5573,100,0.143,0.27,21.7369,2
33.55,154.3,5581,100,0.143,0.26,21.7361,2
33.6,154.52,5588,100,0.143,0.24,21.7356,2
33.65,154.76,5595,100,0.143,0.22,21.7349,2
33.7,155.04,5604,100,0.143,0.2,21.7342,2
33.75,155.26,5611,100,0.143,0.18,21.7336,2
33.8,155.5,5619,100,0.143,0.15,21.733,2
33.85,155.78,5627,100,0.143,0.12,21.7323,2
33.9,156.02,5635,100,0.143,0.09,21.7317,2
33.95,156.25,5643,100,0.142,0.07,21.7311,2
34,156.53,5653,100,0.142,0.05,21.7304,2
34.05,156.75,5660,100,0.141,0.03,21.7298,2
34.1,157,5669,100,0.141,0.01,21.7292,2
34.15,157.26,5678,100,0.14,-0.02,21.7285,2
34.2,157.49,5686,100,0.139,-0.04,21.7279,2
34.25,157.76,5696,100,0.138,-0.08,21.7271,2
34.3,157.99,5705,100,0.137,-0.12,21.7265,2
34.35,158.25,5716,100,0.135,-0.16,21.7258,2
34.4,158.47,5724,100,0.134,-0.19,21.7252,2
34.45,158.72,5734,100,0.132,-0.23,21.7245,2
34.5,158.93,5742,100,0.131,-0.26,21.7239,2
34.55,159.18,5749,100,0.136,-0.3,21.7232,2
34.6,159.36,5761,100,0.12,-0.31,21.7226,2
34.65,159.59,5768,100,0.128,-0.32,21.7218,2
34.7,159.78,5776,100,0.126,-0.34,21.7213,2
34.75,160.01,5786,100,0.125,-0.35,21.7205,2
34.8,160.2,5794,100,0.124,-0.36,21.7199,2
34.85,160.43,5804,100,0.123,-0.37,21.7192,2
34.9,160.65,5813,100,0.123,-0.38,21.7185,2
34.95,160.83,5820,100,0.122,-0.38,21.7179,2
35,161.05,5827,100,0.122,-0.38,21.7172,2
35.05,161.24,5833,100,0.122,-0.38,21.7166,2
35.1,161.47,5840,100,0.124,-0.36,21.7158,2
35.15,161.66,5844,100,0.126,-0.33,21.7152,2
35.2,161.9,5850,100,0.128,-0.29,21.7144,2
35.25,162.1,5855,100,0.128,-0.27,21.7138,2
35.3,162.3,5860,100,0.128,-0.25,21.7132,2
35.35,162.55,5867,100,0.127,-0.24,21.7125,2
35.4,162.74,5874,100,0.126,-0.23,21.7118,2
35.45,162.97,5882,100,0.125,-0.23,21.7111,2
35.5,163.17,5889,100,0.124,-0.22,21.7105,2
35.55,163.38,5897,100,0.124,-0.23,21.7099,2
35.6,163.61,5905,100,0.123,-0.23,21.7091,2
35.65,163.84,5914,100,0.122,-0.24,21.7084,2
35.7,164.05,5921,100,0.122,-0.25,21.7077,2
35.75,164.25,5929,100,0.121,-0.26,21.7071,2
35.8,164.5,5938,100,0.12,-0.28,21.7063,2
35.85,164.68,5945,100,0.119,-0.29,21.7056,2
35.9,164.86,5951,100,0.118,-0.3,21.705,2
35.95,165.06,5959,100,0.118,-0.31,21.7044,2
36,165.25,5966,100,0.117,-0.32,21.7037,2
36.05,165.34,6273,100,-0.073,-0.32,21.703,2
36.1,165.19,6480,100,-0.079,-0.29,21.7026,2
36.15,165.05,6546,100,-0.08,-0.27,21.7023,2
36.2,164.9,6448,100,-0.081,-0.26,21.7023,2
36.25,164.72,6422,100,-0.08,-0.25,21.7021,2
36.3,165.09,5016,100,0.422,-0.18,21.7017,2
36.35,165.56,4707,100,0.146,-0.21,21.7013,2
36.4,165.73,4682,100,0.088,-0.18,21.7009,2
36.45,165.88,4685,100,0.088,-0.15,21.7005,2
36.5,166.03,4689,100,0.091,-0.13,21.7001,2
36.55,166.19,4694,100,0.094,-0.11,21.6997,2
36.6,166.34,4700,100,0.097,-0.09,21.6992,2
36.65,166.56,4707,100,0.1,-0.08,21.6987,2
36.7,166.72,4712,100,0.102,-0.07,21.6982,2
36.75,166.9,4719,100,0.104,-0.07,21.6977,2
36.8,167.08,4725,100,0.106,-0.07,21.6973,2
36.85,167.26,4731,100,0.107,-0.07,21.6968,2
36.9,167.44,4738,100,0.109,-0.08,21.6963,2
36.95,167.67,4746,100,0.11,-0.09,21.6957,2
37,167.86,4752,100,0.111,-0.1,21.6952,2
37.05,168.05,4758,100,0.111,-0.12,21.6947,2
37.1,168.24,4764,100,0.112,-0.13,21.6942,2
37.15,168.42,4770,100,0.112,-0.14,21.6937,2
37.2,168.62,4776,100,0.113,-0.15,21.6932,2
37.25,168.86,4783,100,0.113,-0.17,21.6925,2
37.3,169.03,4788,100,0.113,-0.18,21.692,2
37.35,169.22,4794,100,0.113,-0.18,21.6915,2
37.4,169.41,4799,100,0.113,-0.19,21.691,2
37.45,169.6,4805,100,0.113,-0.2,21.6905,2
37.5,169.84,4812,100,0.112,-0.2,21.6898,2
37.55,170.01,4817,100,0.113,-0.2,21.6893,2
37.6,170.2,4822,100,0.113,-0.19,21.6888,2
37.65,170.39,4827,100,0.114,-0.17,21.6883,2
37.7,170.58,4832,100,0.114,-0.14,21.6878,2
37.75,170.81,4819,64.71,0.081,-0.12,21.6872,2
37.8,170.86,4760,22.04,-0.013,-0.1,21.6869,2
37.85,170.65,4578,0,-0.349,-0.09,21.6868,2
37.9,169.34,4197,0,-0.925,-0.03,21.6868,2
37.95,167.87,4164,0,-0.94,-0.03,21.6868,2
38,166.12,4166,0,-0.991,-0.01,21.6868,2
38.05,163.93,4118,0,-1.074,0.01,21.6868,2
38.1,162.25,4131,0,-1.059,0.03,21.6868,2
38.15,160.49,4076,0,-0.979,0.03,21.6868,2
38.2,158.82,3957,0,-0.959,0.01,21.6868,2
38.25,157.2,3925,0,-0.939,0.01,21.6868,2
38.3,155.19,3909,0,-0.935,0.01,21.6868,2
38.35,153.53,3861,0,-0.996,0.01,21.6868,2
38.4,151.94,3737,0,-1.015,0.02,21.6868,2
38.45,150.16,3653,0,-1.022,0.03,21.6868,2
38.5,148.11,3563,0,-0.996,0.03,21.6868,2
38.55,146.41,3488,0,-1.015,0.03,21.6868,2
38.6,144.83,3421,0,-0.958,0.01,21.6868,2
38.65,143.07,3346,0,-0.983,0.02,21.6868,2
38.7,141.53,3293,0,-0.93,0.02,21.6868,2
38.75,139.4,3281,0,-0.966,0,21.6868,2
38.8,137.84,3280,0,-0.956,-0,21.6868,2
38.85,136.09,3209,0,-0.994,0.01,21.6868,2
38.9,134.51,3148,0,-1.015,-0,21.6868,2
38.95,132.75,3082,0,-0.969,-0.02,21.6868,2
39,131.08,3021,0,-0.964,-0.01,21.6868,2
39.05,129.43,2961,0,-0.992,-0.04,21.6868,1
39.1,127.38,2891,0,-0.983,-0.05,21.6868,1
39.15,125.73,2835,0,-0.975,-0.05,21.6868,1
39.2,124.19,2784,0,-0.993,-0.06,21.6868,1
39.25,122.45,2728,0,-0.955,-0.08,21.6868,1
39.3,120.81,2677,0,-0.994,-0.06,21.6868,1
39.35,118.86,2617,0,-1,-0.08,21.6868,1
39.4,117.09,2570,0,-0.965,-0.09,21.6868,1
39.45,115.56,2555,0,-0.952,-0.11,21.6868,1
39.5,113.93,2589,0,-0.974,-0.11,21.6868,1
39.55,112.33,2686,0,-0.936,-0.15,21.6868,1
39.6,110.72,2856,0,-0.949,-0.15,21.6868,1
39.65,108.58,3202,0,-0.987,-0.13,21.6868,1
39.7,107.03,3543,0,-0.975,-0.15,21.6868,1
39.75,105.37,3997,0,-0.988,-0.14,21.6868,1
39.8,103.7,4548,0,-0.989,-0.15,21.6868,1
39.85,102.04,5196,0,-0.986,-0.15,21.6868,1
39.9,100.36,5936,0,-0.986,-0.15,21.6868,1
39.95,98.34,6473,5.61,-0.951,-0.16,21.6868,1
40,96.86,6349,13.63,-0.93,-0.21,21.6868,1
40.05,95.3,6253,14.43,-0.944,-0.21,21.6868,1
40.1,93.77,6159,9.62,-0.964,-0.19,21.6867,1
40.15,91.84,6002,2.4,-0.814,-0.24,21.6867,1
40.2,90.35,5861,0,-0.882,-0.27,21.6867,1
40.25,88.66,5730,0,-0.935,-0.25,21.6867,1
40.3,87.25,5656,0,-0.865,-0.3,21.6867,1
40.35,86.06,5636,0,-0.49,-0.39,21.6867,1
40.4,85.41,5686,0,-0.343,-0.41,21.6867,1
40.45,84.58,5861,0,-0.438,-0.4,21.6867,1
40.5,83.63,6136,0,-0.538,-0.37,21.6867,1
40.55,82.91,6384,0,-0.575,-0.34,21.6867,1
40.6,81.83,6826,0,-0.613,-0.27,21.6867,1
40.65,80.78,7153,0,-0.615,-0.26,21.6867,1
40.7,79.65,7298,0,-0.584,-0.29,21.6867,1
40.75,78.39,7481,0,-0.638,-0.27,21.6867,1
40.8,77.28,7627,0,-0.667,-0.27,21.6867,1
40.85,76.13,7775,0,-0.673,-0.26,21.6867,1
40.9,75.08,7919,0,-0.635,-0.26,21.6867,1
40.95,74.06,8067,0,-0.587,-0.26,21.6867,1
41,72.83,8244,0,-0.572,-0.26,21.6867,1
41.05,71.85,8384,0,-0.577,-0.27,21.6867,1
41.1,70.87,8526,0,-0.577,-0.29,21.6867,1
41.15,69.95,8637,0,-0.487,-0.32,21.6867,1
41.2,69.22,8679,4.01,-0.376,-0.34,21.6867,1
41.25,68.65,8669,10.82,-0.308,-0.36,21.6867,1
41.3,68.05,8619,15.23,-0.268,-0.37,21.6867,1
41.35,67.6,8568,15.63,-0.254,-0.38,21.6867,1
41.4,67.17,8512,15.63,-0.248,-0.38,21.6867,1
41.45,66.75,8456,14.02,-0.246,-0.38,21.6867,1
41.5,66.33,8400,12.82,-0.246,-0.39,21.6867,1
41.55,65.91,8346,12.82,-0.247,-0.38,21.6867,1
41.6,65.38,8280,18.03,-0.247,-0.38,21.6867,1
41.65,64.96,8229,32.86,-0.247,-0.39,21.6867,1
41.7,64.54,8178,48.1,-0.246,-0.38,21.6867,1
41.75,64.14,8130,50.51,-0.244,-0.38,21.6867,1
41.8,63.6,8064,53.66,-0.241,-0.38,21.6867,1
41.85,63.22,8018,63.13,-0.239,-0.37,21.6867,1
41.9,62.81,7969,68.26,-0.238,-0.35,21.6867,1
41.95,62.41,7923,69.05,-0.236,-0.32,21.6867,1
42,62,7877,69.44,-0.232,-0.29,21.6867,1
42.05,61.54,7823,69.84,-0.228,-0.25,21.6867,1
42.1,61.15,7778,69.84,-0.225,-0.22,21.6867,1
42.15,60.77,7732,70.23,-0.222,-0.2,21.6867,1
42.2,60.39,7687,70.63,-0.22,-0.18,21.6867,1
42.25,60.02,7641,70.63,-0.218,-0.16,21.6867,1
42.3,59.66,7596,64.31,-0.216,-0.16,21.6867,1
42.35,59.22,7533,52.87,-0.185,-0.15,21.6867,1
42.4,58.9,7479,48.1,-0.195,-0.16,21.6867,1
42.45,58.56,7432,38.88,-0.203,-0.18,21.6867,0
42.5,58.21,7388,30.46,-0.204,-0.18,21.6867,0
42.55,57.86,7347,25.25,-0.216,-0.21,21.6867,0
42.6,57.49,7311,18.43,-0.218,-0.23,21.6867,0
42.65,57.14,7260,14.83,-0.161,-0.23,21.6867,0
42.7,56.78,7192,11.62,-0.181,-0.26,21.6867,0
42.75,56.46,7148,10.82,-0.19,-0.27,21.6867,0
42.8,56.14,7107,10.42,-0.189,-0.25,21.6867,0
42.85,55.8,7073,10.42,-0.215,-0.29,21.6867,1
42.9,55.44,7044,12.42,-0.21,-0.32,21.6867,1
42.95,55.1,7000,17.64,-0.162,-0.3,21.6867,0
43,54.81,6955,21.24,-0.175,-0.31,21.6867,1
43.05,54.52,6915,25.25,-0.177,-0.3,21.6867,0
43.1,54.2,6873,30.46,-0.171,-0.29,21.6867,0
43.15,53.81,6832,46.89,-0.191,-0.31,21.6867,1
43.2,53.55,6807,51.29,-0.188,-0.32,21.6867,1
43.25,53.19,6762,58.39,-0.153,-0.3,21.6867,1
43.3,52.91,6722,64.31,-0.163,-0.3,21.6867,1
43.35,52.64,6686,64.71,-0.162,-0.29,21.6867,1
43.4,52.35,6647,67.47,-0.159,-0.29,21.6867,1
43.45,52.07,6615,75.36,-0.17,-0.29,21.6867,1
43.5,51.78,6586,80.89,-0.169,-0.3,21.6867,1
43.55,51.49,6554,80.89,-0.156,-0.29,21.6867,1
43.6,51.23,6517,75.76,-0.151,-0.3,21.6867,1
43.65,51.02,6509,57.61,-0.116,-0.3,21.6867,1
43.7,50.83,6516,38.48,-0.054,-0.32,21.6866,0
43.75,50.67,6481,24.04,-0.113,-0.33,21.6865,0
43.8,50.53,6474,15.63,-0.084,-0.35,21.6865,1
43.85,50.38,6441,10.42,-0.098,-0.37,21.6864,1
43.9,50.2,6411,10.02,-0.106,-0.39,21.6864,1
43.95,50.02,6393,14.43,-0.105,-0.41,21.6864,1
44,49.83,6389,24.45,-0.079,-0.39,21.6863,1
44.05,49.73,6398,28.45,-0.049,-0.42,21.6862,1
44.1,49.68,6405,29.66,-0.026,-0.42,21.6861,1
44.15,49.66,6428,42.08,0,-0.42,21.6859,1
44.2,49.74,6497,57.61,0.068,-0.44,21.6856,1
44.25,49.91,6518,64.71,0.115,-0.46,21.6854,1
44.3,49.94,6413,67.08,-0.003,-0.46,21.6853,1
44.35,49.95,6522,68.66,0.009,-0.46,21.6851,1
44.4,49.98,6466,73.78,0.005,-0.48,21.685,1
44.45,50,6467,82.47,0.01,-0.47,21.6848,1
44.5,50.02,6515,85.23,0.01,-0.46,21.6846,1
44.55,50.89,5358,86.41,0.521,-0.33,21.6845,1
44.6,51.5,4908,86.8,0.346,-0.43,21.6845,1
44.65,52.19,4416,89.17,0.311,-0.41,21.6845,1
44.7,52.73,4306,91.54,0.366,-0.42,21.6843,1
44.75,53.3,4290,92.33,0.354,-0.41,21.6841,1
44.8,54.02,4305,92.72,0.355,-0.41,21.6838,1
44.85,54.56,4319,92.72,0.38,-0.45,21.6835,1
44.9,55.31,4351,92.72,0.36,-0.45,21.6831,1
44.95,55.97,4427,92.72,0.344,-0.47,21.6828,1
45,56.52,4484,89.56,0.338,-0.5,21.6824,1
45.05,57.06,4534,80.49,0.329,-0.48,21.6821,1
45.1,57.66,4526,59.58,0.292,-0.49,21.6818,1
45.15,58.17,4421,33.27,0.191,-0.61,21.6816,1
45.2,58.38,4357,16.43,0.069,-0.62,21.6815,1
45.25,58.39,4286,0,-0.048,-0.66,21.6815,1
45.3,58.28,4257,0,-0.084,-0.71,21.6815,1
45.35,58.14,4230,0,-0.083,-0.67,21.6815,1
45.4,57.95,4215,0,-0.136,-0.75,21.6815,1
45.45,57.74,4211,0,-0.123,-0.75,21.6815,1
45.5,57.54,4246,29.66,-0.074,-0.75,21.6814,1
45.55,57.48,4323,48.9,0.012,-0.84,21.6813,1
45.6,57.55,4391,62.74,0.086,-0.77,21.6812,1
45.65,57.78,4501,78.52,0.169,-0.71,21.6809,1
45.7,58.08,4550,87.99,0.223,-0.79,21.6806,1
45.75,58.53,4681,99.43,0.263,-0.74,21.6802,2
45.8,58.9,4810,99.83,0.241,-0.72,21.6798,2
45.85,59.32,4969,99.83,0.241,-0.76,21.6794,2
45.9,59.68,4936,99.83,0.186,-0.66,21.6791,1
45.95,60.22,5046,99.83,0.357,-0.66,21.6786,2
46,60.7,5093,99.83,0.322,-0.63,21.6782,1
46.05,61.27,5137,100,0.355,-0.58,21.6777,1
46.1,61.97,5196,100,0.352,-0.6,21.6772,1
46.15,62.52,5263,100,0.347,-0.5,21.6767,1
46.2,63.12,5330,100,0.393,-0.47,21.6762,1
46.25,63.92,5350,100,0.388,-0.44,21.6756,1
46.3,64.56,5376,100,0.394,-0.41,21.675,1
46.35,65.32,5426,100,0.382,-0.43,21.6744,1
46.4,65.92,5478,100,0.371,-0.41,21.6739,1
46.45,66.57,5511,100,0.419,-0.45,21.6733,1
46.5,67.37,5536,100,0.376,-0.48,21.6726,1
46.55,67.95,5573,100,0.356,-0.5,21.6721,1
46.6,68.53,5643,100,0.33,-0.54,21.6715,1
46.65,69.07,5733,100,0.31,-0.52,21.6709,1
46.7,69.75,5788,100,0.34,-0.56,21.6702,1
46.75,70.27,5843,100,0.321,-0.57,21.6696,1
46.8,70.79,5912,100,0.29,-0.59,21.669,1
46.85,71.35,6021,100,0.277,-0.59,21.6682,1
46.9,71.81,6091,100,0.317,-0.61,21.6676,1
46.95,72.41,6153,100,0.288,-0.61,21.6668,1
47,72.87,6124,100,0.283,-0.62,21.6663,1
47.05,73.31,6200,100,0.265,-0.64,21.6656,1
47.1,73.72,6192,100,0.242,-0.63,21.6651,1
47.15,74.28,6244,100,0.273,-0.63,21.6643,1
47.2,74.69,6206,48.9,0.253,-0.64,21.6638,1
47.25,75.03,5920,0,0.165,-0.68,21.6637,1
47.3,75.2,5606,0,0.02,-0.71,21.6637,1
47.35,75.12,5489,0,-0.096,-0.73,21.6637,1
47.4,74.89,5434,0,-0.144,-0.73,21.6637,1
47.45,74.56,5454,48.1,-0.13,-0.77,21.6636,1
47.5,74.46,5620,90.75,0.02,-0.77,21.6633,2
47.55,74.56,5752,100,0.126,-0.79,21.6629,2
47.6,74.78,5851,100,0.151,-0.77,21.6624,2
47.65,75.04,5956,100,0.162,-0.78,21.6619,2
47.7,75.27,6051,92.72,0.159,-0.75,21.6614,2
47.75,75.51,5952,28.45,0.132,-0.77,21.661,1
